,11,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for alex.holehouse,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 67.459216 X Rate: 6.50 X Per: TB",SC510,1,EA,438.48,438.48,,2025-09-01,"alex.holehouse_active",CC0000898,,,,,438.48,6.50,TB
,12,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for alexander.s.bradley,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 0.163175 X Rate: 6.50 X Per: TB",SC510,1,EA,1.06,1.06,,2025-09-01,"alexander.s.bradley_active",PJ000000288,,,,,1.06,6.50,TB
,13,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for alirezag,1,,1,"WashU IT RIS Storage2 active - consumption; Usage: 4.059843 X Rate: 6.50 X Per: TB",SC510,1,EA,26.39,26.39,,2025-09-01,"alirezag",COST-380,,,,,26.39,6.50,TB
,14,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for alvaradodm,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 1.132805 X Rate: 6.50 X Per: TB",SC510,1,EA,7.36,7.36,,2025-09-01,"alvaradodm_active",CC0001005,,,,,7.36,6.50,TB
,15,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for amanela,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 35.250933 X Rate: 6.50 X Per: TB",SC510,1,EA,229.13,229.13,,2025-09-01,"amanela_active",CC0002844,,,,,229.13,6.50,TB
,16,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for amlai,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 7.522914 X Rate: 6.50 X Per: TB",SC510,1,EA,48.9,48.9,,2025-09-01,"amlai_active",CC0002128,,,,,48.9,6.50,TB
,17,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for amlai,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 14.342027 X Rate: 6.50 X Per: TB",SC510,1,EA,93.22,93.22,,2025-09-01,"gic_active",CC0003995,,,,,93.22,6.50,TB
,18,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for andrew.michelson,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 1.337150 X Rate: 6.50 X Per: TB",SC510,1,EA,8.69,8.69,,2025-09-01,"andrew.michelson_active",CC0002128,,,,,8.69,6.50,TB
,19,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for andrew.sauerbeck,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 26.053007 X Rate: 6.50 X Per: TB",SC510,1,EA,169.34,169.34,,2025-09-01,"andrew.sauerbeck_active",CC0000467,,,,,169.34,6.50,TB
,20,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for anjohnson,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 9.507790 X Rate: 6.50 X Per: TB",SC510,1,EA,61.8,61.8,,2025-09-01,"anjohnson_active",CC0000437,,,,,61.8,6.50,TB
,21,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for aoestreich,1,,1,"WashU IT RIS Storage2 active - consumption; Usage: 0.213593 X Rate: 6.50 X Per: TB",SC510,1,EA,1.39,1.39,,2025-09-01,"aoestreich",COST-686,,,,,1.39,6.50,TB
,22,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for apte,1,,1,"WashU IT RIS Storage2 active - consumption; Usage: 29.845355 X Rate: 6.50 X Per: TB",SC510,1,EA,193.99,193.99,,2025-09-01,"apte",COST-1111,,,,,193.99,6.50,TB
,23,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for ariela,1,,1,"WashU IT RIS Storage2 active - consumption; Usage: 0.376906 X Rate: 6.50 X Per: TB",SC510,1,EA,2.45,2.45,,2025-09-01,"ariela",COST-533,,,,,2.45,6.50,TB
,24,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for arpana,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 0.126465 X Rate: 6.50 X Per: TB",SC510,1,EA,0.82,0.82,,2025-09-01,"bucholzkk_active",CC0000376,,,,,0.82,6.50,TB
,25,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for asergushichev,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 0.648902 X Rate: 6.50 X Per: TB",SC510,1,EA,4.22,4.22,,2025-09-01,"asergushichev_active",CC0000706,,,,,4.22,6.50,TB
,26,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for averheul,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 5.474955 X Rate: 6.50 X Per: TB",SC510,1,EA,35.59,35.59,,2025-09-01,"averheul_active",CC0000239,,,,,35.59,6.50,TB
,27,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for avindigni,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 3.582040 X Rate: 6.50 X Per: TB",SC510,1,EA,23.28,23.28,,2025-09-01,"avindigni_active",CC0003449,,,,,23.28,6.50,TB
,28,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for babulalg,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 4.630564 X Rate: 6.50 X Per: TB",SC510,1,EA,30.1,30.1,,2025-09-01,"babulalg_active",CC0003416,,,,,30.1,6.50,TB
,29,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for bagarcia,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 43.362536 X Rate: 6.50 X Per: TB",SC510,1,EA,281.86,281.86,,2025-09-01,"bagarcia_active",CC0004461,,,,,281.86,6.50,TB
,30,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for bagnall,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 1.684973 X Rate: 6.50 X Per: TB",SC510,1,EA,10.95,10.95,,2025-09-01,"bagnall_active",CC0000551,,,,,10.95,6.50,TB
,31,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for barthelemy.nicolas,1,,1,"WashU IT RIS Storage2 active - consumption; Usage: 2.030234 X Rate: 6.50 X Per: TB",SC510,1,EA,13.2,13.2,,2025-09-01,"barthelemy.nicolas",COST-1876,,,,,13.2,6.50,TB
,32,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for batemanr,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 26.409012 X Rate: 6.50 X Per: TB",SC510,1,EA,171.66,171.66,,2025-09-01,"batemanr_active",CC0000467,,,,,171.66,6.50,TB
,33,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for becker-arb,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 5.686035 X Rate: 6.50 X Per: TB",SC510,1,EA,36.96,36.96,,2025-09-01,"becker-arb_active",CC0000003,,,,,36.96,6.50,TB
,34,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for bedelson,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 14.119018 X Rate: 6.50 X Per: TB",SC510,1,EA,91.77,91.77,,2025-09-01,"bedelson_active",CC0000678,,,,,91.77,6.50,TB
,35,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for belloy,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 16.339557 X Rate: 6.50 X Per: TB",SC510,1,EA,106.21,106.21,,2025-09-01,"belloy_active",CC0000146,,,,,106.21,6.50,TB
,36,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for berezinm,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 0.877959 X Rate: 6.50 X Per: TB",SC510,1,EA,5.71,5.71,,2025-09-01,"berezinm_active",CC0003359,,,,,5.71,6.50,TB
,37,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for bigley,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 1.867492 X Rate: 6.50 X Per: TB",SC510,1,EA,12.14,12.14,,2025-09-01,"bigley_active",CC0000935,,,,,12.14,6.50,TB
,38,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for bober,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 0.230065 X Rate: 6.50 X Per: TB",SC510,1,EA,1.5,1.5,,2025-09-01,"engineering_active",CC0001947,,,,,1.5,6.50,TB
,39,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for bpeter,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 18.535732 X Rate: 6.50 X Per: TB",SC510,1,EA,120.48,120.48,,2025-09-01,"bpeter_active",CC0000661,,,,,120.48,6.50,TB
,40,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for bphilip,1,,1,"WashU IT RIS Storage2 active - consumption; Usage: 23.402908 X Rate: 6.50 X Per: TB",SC510,1,EA,152.12,152.12,,2025-09-01,"bphilip",COST-805,,,,,152.12,6.50,TB
,41,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for bvantine,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 24.925148 X Rate: 6.50 X Per: TB",SC510,1,EA,162.01,162.01,,2025-09-01,"jheld_active",CC0003449,,,,,162.01,6.50,TB
,42,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for bwahle,1,,1,"WashU IT RIS Storage2 active - consumption; Usage: 0.149049 X Rate: 6.50 X Per: TB",SC510,1,EA,0.97,0.97,,2025-09-01,"bwahle",COST-2199,,,,,0.97,6.50,TB
,43,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for campisi,1,,1,"WashU IT RIS Storage2 active - consumption; Usage: 4.842818 X Rate: 6.50 X Per: TB",SC510,1,EA,31.48,31.48,,2025-09-01,"campisi",COST-1587,,,,,31.48,6.50,TB
,44,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for caoy,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 9.829131 X Rate: 6.50 X Per: TB",SC510,1,EA,63.89,63.89,,2025-09-01,"caoy_active",CC0001827,,,,,63.89,6.50,TB
,45,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for cashikar,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 1.641583 X Rate: 6.50 X Per: TB",SC510,1,EA,10.67,10.67,,2025-09-01,"cashikar_active",CC0003092,,,,,10.67,6.50,TB
,46,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for cavalliv,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 7.566641 X Rate: 6.50 X Per: TB",SC510,1,EA,49.18,49.18,,2025-09-01,"cavalliv_active",CC0000551,,,,,49.18,6.50,TB
,47,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for chenda,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 4.815252 X Rate: 6.50 X Per: TB",SC510,1,EA,31.3,31.3,,2025-09-01,"chenda_active",CC0000421,,,,,31.3,6.50,TB
,48,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for chenz,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 7.014744 X Rate: 6.50 X Per: TB",SC510,1,EA,45.6,45.6,,2025-09-01,"chenz_active",CC0001827,,,,,45.6,6.50,TB
,49,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for chien-ju.ho,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 5.062732 X Rate: 6.50 X Per: TB",SC510,1,EA,32.91,32.91,,2025-09-01,"chien-ju.ho_active",CC0001285,,,,,32.91,6.50,TB
,50,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for christine.e.edwards,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 4.857723 X Rate: 6.50 X Per: TB",SC510,1,EA,31.58,31.58,,2025-09-01,"christine.e.edwards_active",CC0001071,,,,,31.58,6.50,TB
,51,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for christopherking,1,,1,"WashU IT RIS Storage2 active - consumption; Usage: 3.760586 X Rate: 6.50 X Per: TB",SC510,1,EA,24.44,24.44,,2025-09-01,"christopherking",COST-941,,,,,24.44,6.50,TB
,52,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for cjluke,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 2.674737 X Rate: 6.50 X Per: TB",SC510,1,EA,17.39,17.39,,2025-09-01,"cjluke_active",CC0000183,,,,,17.39,6.50,TB
,53,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for cke,1,,1,"WashU IT RIS Storage2 active - consumption; Usage: 0.001467 X Rate: 6.50 X Per: TB",SC510,1,EA,0.01,0.01,,2025-09-01,"cke",COST-2267,,,,,0.01,6.50,TB
,54,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for ckkaufman,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 1.301877 X Rate: 6.50 X Per: TB",SC510,1,EA,8.46,8.46,,2025-09-01,"ckkaufman_active",CC0003449,,,,,8.46,6.50,TB
,55,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for claudiah,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 0.416287 X Rate: 6.50 X Per: TB",SC510,1,EA,2.71,2.71,,2025-09-01,"claudiah_active",CC0000706,,,,,2.71,6.50,TB
,56,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for clopezzalaquett,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 48.182529 X Rate: 6.50 X Per: TB",SC510,1,EA,313.19,313.19,,2025-09-01,"clopezzalaquett_active",CC0000657,,,,,313.19,6.50,TB
,57,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for cmalone,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 0.892862 X Rate: 6.50 X Per: TB",SC510,1,EA,5.8,5.8,,2025-09-01,"cmalone_active",CC0000802,,,,,5.8,6.50,TB
,58,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for colditzg,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 6.288512 X Rate: 6.50 X Per: TB",SC510,1,EA,40.88,40.88,,2025-09-01,"colditzg_active",CC0003598,,,,,40.88,6.50,TB
,59,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for cooper_m,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 69.427850 X Rate: 6.50 X Per: TB",SC510,1,EA,451.28,451.28,,2025-09-01,"cooper_m_active",CC0000935,,,,,451.28,6.50,TB
,60,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for cpadoa-schioppa,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 36.790502 X Rate: 6.50 X Per: TB",SC510,1,EA,239.14,239.14,,2025-09-01,"cpadoa-schioppa_active",CC0000634,,,,,239.14,6.50,TB
,61,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for creichhardt,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 2.998325 X Rate: 6.50 X Per: TB",SC510,1,EA,19.49,19.49,,2025-09-01,"creichhardt_active",CC0004375,,,,,19.49,6.50,TB
,62,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for cruchagac,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 51.427150 X Rate: 6.50 X Per: TB",SC510,1,EA,334.28,334.28,,2025-09-01,"cruchagac_active",CC0000376,,,,,334.28,6.50,TB
,63,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for cspohl,1,,1,"WashU IT RIS Storage2 active - consumption; Usage: 0.003209 X Rate: 6.50 X Per: TB",SC510,1,EA,0.02,0.02,,2025-09-01,"cspohl",COST-890,,,,,0.02,6.50,TB
,64,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for curtismegan,1,,1,"WashU IT RIS Storage2 active - consumption; Usage: 0.154110 X Rate: 6.50 X Per: TB",SC510,1,EA,1.0,1.0,,2025-09-01,"curtismegan",COST-1638,,,,,1.0,6.50,TB
,65,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for cynthiaxma,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 6.923382 X Rate: 6.50 X Per: TB",SC510,1,EA,45.0,45.0,,2025-09-01,"cynthiaxma_active",CC0003317,,,,,45.0,6.50,TB
,66,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for d.goldfarb,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 20.777368 X Rate: 6.50 X Per: TB",SC510,1,EA,135.05,135.05,,2025-09-01,"d.goldfarb_active",CC0000361,,,,,135.05,6.50,TB
,67,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for daryls,1,,1,"WashU IT RIS Storage2 active - consumption; Usage: 0.036829 X Rate: 6.50 X Per: TB",SC510,1,EA,0.24,0.24,,2025-09-01,"daryls",COST-6,,,,,0.24,6.50,TB
,68,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for dbaldri,1,,1,"WashU IT RIS Storage2 active - consumption; Usage: 0.901269 X Rate: 6.50 X Per: TB",SC510,1,EA,5.86,5.86,,2025-09-01,"dbaldri",COST-1009,,,,,5.86,6.50,TB
,69,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for dbaldri,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 1.101317 X Rate: 6.50 X Per: TB",SC510,1,EA,7.16,7.16,,2025-09-01,"dbaldri_active",CC0000381,,,,,7.16,6.50,TB
,70,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for ddenardo,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 80.841086 X Rate: 6.50 X Per: TB",SC510,1,EA,525.47,525.47,,2025-09-01,"ddenardo_active",CC0003449,,,,,525.47,6.50,TB
,71,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for deboschb,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 8.060947 X Rate: 6.50 X Per: TB",SC510,1,EA,52.4,52.4,,2025-09-01,"deboschb_active",CC0000108,,,,,52.4,6.50,TB
,72,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for deselmc,1,,1,"WashU IT RIS Storage2 active - consumption; Usage: 0.107032 X Rate: 6.50 X Per: TB",SC510,1,EA,0.7,0.7,,2025-09-01,"deselmc",COST-2386,,,,,0.7,6.50,TB
,73,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for dfcaruthers,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 12.298347 X Rate: 6.50 X Per: TB",SC510,1,EA,79.94,79.94,,2025-09-01,"dmullen_active",CC0000018,,,,,79.94,6.50,TB
,74,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for dhunstad,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 0.026658 X Rate: 6.50 X Per: TB",SC510,1,EA,0.17,0.17,,2025-09-01,"jgnewland_active",CC0003387,,,,,0.17,6.50,TB
,75,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for dianebender,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 43.168996 X Rate: 6.50 X Per: TB",SC510,1,EA,280.6,280.6,,2025-09-01,"chiips_iml_active",CC0002200,,,,,280.6,6.50,TB
,76,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for diantonio,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 14.929666 X Rate: 6.50 X Per: TB",SC510,1,EA,97.04,97.04,,2025-09-01,"diantonio_active",CC0000437,,,,,97.04,6.50,TB
,77,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for dmann,1,,1,"WashU IT RIS Storage2 active - consumption; Usage: 0.982097 X Rate: 6.50 X Per: TB",SC510,1,EA,6.38,6.38,,2025-09-01,"dmann",COST-1332,,,,,6.38,6.50,TB
,78,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for doering,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 1.523024 X Rate: 6.50 X Per: TB",SC510,1,EA,9.9,9.9,,2025-09-01,"doering_active",CC0000963,,,,,9.9,6.50,TB
,79,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for dong.f,1,,1,"WashU IT RIS Storage2 active - consumption; Usage: 0.003361 X Rate: 6.50 X Per: TB",SC510,1,EA,0.02,0.02,,2025-09-01,"dong.f",COST-2148,,,,,0.02,6.50,TB
,80,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for dornitz,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 1.954666 X Rate: 6.50 X Per: TB",SC510,1,EA,12.71,12.71,,2025-09-01,"dornitz_active",CC0000437,,,,,12.71,6.50,TB
,81,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for drauch,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 19.748240 X Rate: 6.50 X Per: TB",SC510,1,EA,128.36,128.36,,2025-09-01,"drauch_active",CC0003449,,,,,128.36,6.50,TB
,82,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for dricardo,1,,1,"WashU IT RIS Storage2 active - consumption; Usage: 5.165220 X Rate: 6.50 X Per: TB",SC510,1,EA,33.57,33.57,,2025-09-01,"dricardo",COST-193,,,,,33.57,6.50,TB
,83,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for dstrait,1,,1,"WashU IT RIS Storage2 active - consumption; Usage: 3.272676 X Rate: 6.50 X Per: TB",SC510,1,EA,21.27,21.27,,2025-09-01,"dstrait",COST-159,,,,,21.27,6.50,TB
,84,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for duncavagee,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 128.328670 X Rate: 6.50 X Per: TB",SC510,1,EA,834.14,834.14,,2025-09-01,"duncavagee_active",CC0005421,,,,,834.14,6.50,TB
,85,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for e.g.schmitt,1,,1,"WashU IT RIS Storage2 active - consumption; Usage: 2.890680 X Rate: 6.50 X Per: TB",SC510,1,EA,18.79,18.79,,2025-09-01,"e.g.schmitt",COST-1026,,,,,18.79,6.50,TB
,86,N,N,,Y,CP0001,ISP0000030,USD,11/03/2025,FY26 September Monthly for ebhan,1,,1,"WashU IT RIS Storage1 active - consumption; Usage: 0.690614 X Rate: 6.50 X Per: TB",SC510,1,EA,4.49,4.49,,2025-09-01,"ebhan_active",CC0000634,,,,,4.49,6.50,TB
